"Species","Coefficient","StdError","zValue","PValue","QValue"
"Leptotrichia sp. oral taxon 219",-3478.98830542509,1813.21041744589,-1.91868978467796,0.0550236050875823,0.632504777292638
"Leptotrichia sp. oral taxon 221",5.3340950586402,4.54788149543695,1.17287468109978,0.24084606417593,0.743688058133652
"Leptotrichia sp. oral taxon 417",4.17071637802791,12.5183783334844,0.333167465219676,0.739007875512108,0.888562035596628
"Sneathia sanguinegens",-57.3581719226692,69.6374627702485,-0.823668319334209,0.410128045131134,0.750468134845555
"GN02 [G-1] sp. oral taxon 872",-136.587644280224,1592.78798490128,-0.0857538138000765,0.931662122415101,0.978476481255007
"Lautropia mirabilis",-14.6886770737905,12.4616925909932,-1.17870642102076,0.238515097933552,0.743688058133652
"Ottowia sp. oral taxon 894",-1138.25908128377,1367.77013434818,-0.832200566966038,0.405295743915773,0.750468134845555
"Neisseria subflava",-3.32053351341016,4.07170922365617,-0.8155134197988,0.414778486148797,0.750468134845555
"Campylobacter concisus",57.7052422121524,74.6485041699272,0.773026102181421,0.439506933050824,0.750468134845555
"Campylobacter sp. oral taxon 044",-368.870208821459,667.344695450899,-0.55274314958363,0.580439301968238,0.790961625592261
"Cardiobacterium hominis",-7.54636758242005,52.286397214127,-0.144327549506148,0.885241824691203,0.978476481255007
"Yersinia pestis",3383.25605851554,4827.1326455088,0.700883175784146,0.483375924748309,0.753738730116008
"Haemophilus parainfluenzae",-0.0835694653356022,3.00352929660542,-0.02782375568304,0.977802719000181,0.978476481255007
"Acinetobacter baumannii",-2951.73729843381,3572.10367980378,-0.826330242070677,0.408616782710922,0.750468134845555
"Moraxella catarrhalis",-305.227434043707,448.580302256383,-0.680429863969497,0.496232316924278,0.754194702640358
"Pseudomonas fluorescens",1224.01164191401,1626.01057094201,0.75276979362126,0.451588261296639,0.750468134845555
"Treponema socranskii",-325.488087543573,440.124588153795,-0.739536250198855,0.459581436048615,0.750468134845555
"Treponema sp. oral taxon 237",-554.944551080662,586.68749636253,-0.945894627925983,0.344202333779863,0.743688058133652
"SR1 [G-1] sp. oral taxon 874",-56.2218609017602,98.803526953286,-0.5690268620506,0.569337910555192,0.790961625592261
"TM7 [G-1] sp. oral taxon 347",57.2413045029266,100.992659631704,0.56678678145196,0.570859052410401,0.790961625592261
"TM7 [G-1] sp. oral taxon 352",56.2438345302691,62.283537033861,0.903028909544615,0.366510551881578,0.749310461624559
"TM7 [G-3] sp. oral taxon 351",-696.645960261979,1033.00277402397,-0.674389244424058,0.500063878924585,0.754194702640358
"TM7 [G-6] sp. oral taxon 870",-772.246080408471,462.539912193743,-1.66957717604487,0.0950030492634152,0.632504777292638
